id,timestamp,item,co_op,loc,supply,price,year,month,week,day,yemon,holiday
TG_A_J_20190126,2019-01-26,TG,A,J,223.24,26.29,2019,1,4,5,2019-01,0
TG_A_J_20190127,2019-01-27,TG,A,J,0.0,0.0,2019,1,4,6,2019-01,0
TG_A_J_20190128,2019-01-28,TG,A,J,269.83,29.32,2019,1,5,0,2019-01,0
TG_A_J_20190129,2019-01-29,TG,A,J,249.69,24.72,2019,1,5,1,2019-01,0
TG_A_J_20190130,2019-01-30,TG,A,J,278.52,23.77,2019,1,5,2,2019-01,0
TG_A_J_20190131,2019-01-31,TG,A,J,159.97,22.78,2019,1,5,3,2019-01,0
TG_A_J_20190201,2019-02-01,TG,A,J,360.1,23.49,2019,2,5,4,2019-02,0
TG_A_J_20190202,2019-02-02,TG,A,J,88.08,22.86,2019,2,5,5,2019-02,0
TG_A_J_20190203,2019-02-03,TG,A,J,0.0,0.0,2019,2,5,6,2019-02,0
TG_A_J_20190204,2019-02-04,TG,A,J,84.68,18.31,2019,2,6,0,2019-02,0
TG_A_J_20190205,2019-02-05,TG,A,J,0.0,0.0,2019,2,6,1,2019-02,1
TG_A_J_20190206,2019-02-06,TG,A,J,0.0,0.0,2019,2,6,2,2019-02,1
TG_A_J_20190207,2019-02-07,TG,A,J,0.0,0.0,2019,2,6,3,2019-02,0
TG_A_J_20190208,2019-02-08,TG,A,J,0.0,0.0,2019,2,6,4,2019-02,0
TG_A_J_20190209,2019-02-09,TG,A,J,23.12,27.95,2019,2,6,5,2019-02,0
TG_A_J_20190210,2019-02-10,TG,A,J,0.0,0.0,2019,2,6,6,2019-02,0
TG_A_J_20190211,2019-02-11,TG,A,J,57.91,26.12,2019,2,7,0,2019-02,0
TG_A_J_20190212,2019-02-12,TG,A,J,50.0,19.79,2019,2,7,1,2019-02,0
TG_A_J_20190213,2019-02-13,TG,A,J,54.96,20.22,2019,2,7,2,2019-02,0
TG_A_J_20190214,2019-02-14,TG,A,J,72.19,23.23,2019,2,7,3,2019-02,0
TG_A_J_20190215,2019-02-15,TG,A,J,99.32,25.22,2019,2,7,4,2019-02,0
TG_A_J_20190216,2019-02-16,TG,A,J,45.25,18.88,2019,2,7,5,2019-02,0
TG_A_J_20190217,2019-02-17,TG,A,J,0.0,0.0,2019,2,7,6,2019-02,0
TG_A_J_20190218,2019-02-18,TG,A,J,113.6,20.89,2019,2,8,0,2019-02,0
TG_A_J_20190219,2019-02-19,TG,A,J,67.9,15.81,2019,2,8,1,2019-02,0
TG_A_J_20190220,2019-02-20,TG,A,J,48.9,25.16,2019,2,8,2,2019-02,0
TG_A_J_20190221,2019-02-21,TG,A,J,13.09,37.3,2019,2,8,3,2019-02,0
TG_A_J_20190222,2019-02-22,TG,A,J,25.47,36.48,2019,2,8,4,2019-02,0
TG_A_J_20190223,2019-02-23,TG,A,J,40.8,23.1,2019,2,8,5,2019-02,0
TG_A_J_20190224,2019-02-24,TG,A,J,0.0,0.0,2019,2,8,6,2019-02,0
TG_A_J_20190225,2019-02-25,TG,A,J,68.95,29.98,2019,2,9,0,2019-02,0
TG_A_J_20190226,2019-02-26,TG,A,J,40.57,22.49,2019,2,9,1,2019-02,0
TG_A_J_20190227,2019-02-27,TG,A,J,38.0,16.72,2019,2,9,2,2019-02,0
TG_A_J_20190228,2019-02-28,TG,A,J,55.4,38.41,2019,2,9,3,2019-02,0
TG_A_J_20190301,2019-03-01,TG,A,J,17.0,43.07,2019,3,9,4,2019-03,0
TG_A_J_20190302,2019-03-02,TG,A,J,19.67,45.38,2019,3,9,5,2019-03,0
TG_A_J_20190303,2019-03-03,TG,A,J,0.0,0.0,2019,3,9,6,2019-03,0
TG_A_J_20190304,2019-03-04,TG,A,J,48.91,39.92,2019,3,10,0,2019-03,0
TG_A_J_20190305,2019-03-05,TG,A,J,12.1,40.55,2019,3,10,1,2019-03,0
TG_A_J_20190306,2019-03-06,TG,A,J,36.5,42.78,2019,3,10,2,2019-03,0
TG_A_J_20190307,2019-03-07,TG,A,J,22.95,41.65,2019,3,10,3,2019-03,0
TG_A_J_20190308,2019-03-08,TG,A,J,35.7,36.9,2019,3,10,4,2019-03,0
TG_A_J_20190309,2019-03-09,TG,A,J,5.5,48.38,2019,3,10,5,2019-03,0
TG_A_J_20190310,2019-03-10,TG,A,J,0.0,0.0,2019,3,10,6,2019-03,0
TG_A_J_20190311,2019-03-11,TG,A,J,21.65,42.17,2019,3,11,0,2019-03,0
TG_A_J_20190312,2019-03-12,TG,A,J,16.5,39.04,2019,3,11,1,2019-03,0
TG_A_J_20190313,2019-03-13,TG,A,J,28.5,36.86,2019,3,11,2,2019-03,0
TG_A_J_20190314,2019-03-14,TG,A,J,30.52,35.52,2019,3,11,3,2019-03,0
TG_A_J_20190315,2019-03-15,TG,A,J,59.7,35.73,2019,3,11,4,2019-03,0
TG_A_J_20190316,2019-03-16,TG,A,J,58.7,35.41,2019,3,11,5,2019-03,0
TG_A_J_20190317,2019-03-17,TG,A,J,0.0,0.0,2019,3,11,6,2019-03,0
TG_A_J_20190318,2019-03-18,TG,A,J,33.7,35.3,2019,3,12,0,2019-03,0
TG_A_J_20190319,2019-03-19,TG,A,J,14.35,33.72,2019,3,12,1,2019-03,0
TG_A_J_20190320,2019-03-20,TG,A,J,26.9,36.09,2019,3,12,2,2019-03,0
TG_A_J_20190321,2019-03-21,TG,A,J,6.65,39.61,2019,3,12,3,2019-03,0
TG_A_J_20190322,2019-03-22,TG,A,J,2.07,47.68,2019,3,12,4,2019-03,0
TG_A_J_20190323,2019-03-23,TG,A,J,9.31,54.08,2019,3,12,5,2019-03,0
TG_A_J_20190324,2019-03-24,TG,A,J,0.0,0.0,2019,3,12,6,2019-03,0
TG_A_J_20190325,2019-03-25,TG,A,J,9.5,52.65,2019,3,13,0,2019-03,0
TG_A_J_20190326,2019-03-26,TG,A,J,20.9,34.43,2019,3,13,1,2019-03,0
TG_A_J_20190327,2019-03-27,TG,A,J,24.5,36.5,2019,3,13,2,2019-03,0
TG_A_J_20190328,2019-03-28,TG,A,J,2.42,62.15,2019,3,13,3,2019-03,0
TG_A_J_20190329,2019-03-29,TG,A,J,0.0,0.0,2019,3,13,4,2019-03,0
TG_A_J_20190330,2019-03-30,TG,A,J,7.16,47.74,2019,3,13,5,2019-03,0
TG_A_J_20190331,2019-03-31,TG,A,J,0.0,0.0,2019,3,13,6,2019-03,0
TG_A_J_20190401,2019-04-01,TG,A,J,1.2,87.33,2019,4,14,0,2019-04,0
TG_A_J_20190402,2019-04-02,TG,A,J,13.1,38.76,2019,4,14,1,2019-04,0
TG_A_J_20190403,2019-04-03,TG,A,J,9.3,25.33,2019,4,14,2,2019-04,0
TG_A_J_20190404,2019-04-04,TG,A,J,0.0,0.0,2019,4,14,3,2019-04,0
TG_A_J_20190405,2019-04-05,TG,A,J,0.0,0.0,2019,4,14,4,2019-04,0
TG_A_J_20190406,2019-04-06,TG,A,J,0.0,0.0,2019,4,14,5,2019-04,0
TG_A_J_20190407,2019-04-07,TG,A,J,0.0,0.0,2019,4,14,6,2019-04,0
TG_A_J_20190408,2019-04-08,TG,A,J,0.0,0.0,2019,4,15,0,2019-04,0
TG_A_J_20190409,2019-04-09,TG,A,J,0.0,0.0,2019,4,15,1,2019-04,0
TG_A_J_20190410,2019-04-10,TG,A,J,0.0,0.0,2019,4,15,2,2019-04,0
TG_A_J_20190411,2019-04-11,TG,A,J,3.69,66.67,2019,4,15,3,2019-04,0
TG_A_J_20190412,2019-04-12,TG,A,J,13.93,53.12,2019,4,15,4,2019-04,0
TG_A_J_20190413,2019-04-13,TG,A,J,0.69,66.67,2019,4,15,5,2019-04,0
TG_A_J_20190414,2019-04-14,TG,A,J,0.0,0.0,2019,4,15,6,2019-04,0
TG_A_J_20190415,2019-04-15,TG,A,J,0.0,0.0,2019,4,16,0,2019-04,0
TG_A_J_20190416,2019-04-16,TG,A,J,0.0,0.0,2019,4,16,1,2019-04,0
TG_A_J_20190417,2019-04-17,TG,A,J,0.0,0.0,2019,4,16,2,2019-04,0
TG_A_J_20190418,2019-04-18,TG,A,J,0.0,0.0,2019,4,16,3,2019-04,0
TG_A_J_20190419,2019-04-19,TG,A,J,5.76,29.17,2019,4,16,4,2019-04,0
TG_A_J_20190420,2019-04-20,TG,A,J,0.0,0.0,2019,4,16,5,2019-04,0
TG_A_J_20190421,2019-04-21,TG,A,J,0.0,0.0,2019,4,16,6,2019-04,0
TG_A_J_20190422,2019-04-22,TG,A,J,7.5,46.19,2019,4,17,0,2019-04,0
TG_A_J_20190423,2019-04-23,TG,A,J,3.8,39.26,2019,4,17,1,2019-04,0
TG_A_J_20190424,2019-04-24,TG,A,J,7.7,25.25,2019,4,17,2,2019-04,0
TG_A_J_20190425,2019-04-25,TG,A,J,0.0,0.0,2019,4,17,3,2019-04,0
TG_A_J_20190426,2019-04-26,TG,A,J,0.0,0.0,2019,4,17,4,2019-04,0
TG_A_J_20190427,2019-04-27,TG,A,J,0.0,0.0,2019,4,17,5,2019-04,0
TG_A_J_20190428,2019-04-28,TG,A,J,0.0,0.0,2019,4,17,6,2019-04,0
TG_A_J_20190429,2019-04-29,TG,A,J,0.0,0.0,2019,4,18,0,2019-04,0
TG_A_J_20190430,2019-04-30,TG,A,J,0.0,0.0,2019,4,18,1,2019-04,0
TG_A_J_20190501,2019-05-01,TG,A,J,10.7,38.37,2019,5,18,2,2019-05,0
TG_A_J_20190502,2019-05-02,TG,A,J,0.0,0.0,2019,5,18,3,2019-05,0
TG_A_J_20190503,2019-05-03,TG,A,J,0.0,0.0,2019,5,18,4,2019-05,0
TG_A_J_20190504,2019-05-04,TG,A,J,0.0,0.0,2019,5,18,5,2019-05,0
TG_A_J_20190505,2019-05-05,TG,A,J,0.0,0.0,2019,5,18,6,2019-05,1
TG_A_J_20190506,2019-05-06,TG,A,J,16.0,39.32,2019,5,19,0,2019-05,0
TG_A_J_20190507,2019-05-07,TG,A,J,0.0,0.0,2019,5,19,1,2019-05,0
TG_A_J_20190508,2019-05-08,TG,A,J,0.0,0.0,2019,5,19,2,2019-05,0
TG_A_J_20190509,2019-05-09,TG,A,J,2.52,88.41,2019,5,19,3,2019-05,0
TG_A_J_20190510,2019-05-10,TG,A,J,20.83,56.62,2019,5,19,4,2019-05,0
TG_A_J_20190511,2019-05-11,TG,A,J,6.58,51.81,2019,5,19,5,2019-05,0
TG_A_J_20190512,2019-05-12,TG,A,J,0.0,0.0,2019,5,19,6,2019-05,1
TG_A_J_20190513,2019-05-13,TG,A,J,0.0,0.0,2019,5,20,0,2019-05,0
TG_A_J_20190514,2019-05-14,TG,A,J,8.43,63.0,2019,5,20,1,2019-05,0
TG_A_J_20190515,2019-05-15,TG,A,J,2.06,85.87,2019,5,20,2,2019-05,0
TG_A_J_20190516,2019-05-16,TG,A,J,0.0,0.0,2019,5,20,3,2019-05,0
TG_A_J_20190517,2019-05-17,TG,A,J,3.82,88.09,2019,5,20,4,2019-05,0
TG_A_J_20190518,2019-05-18,TG,A,J,0.0,0.0,2019,5,20,5,2019-05,0
TG_A_J_20190519,2019-05-19,TG,A,J,0.0,0.0,2019,5,20,6,2019-05,0
TG_A_J_20190520,2019-05-20,TG,A,J,0.0,0.0,2019,5,21,0,2019-05,0
TG_A_J_20190521,2019-05-21,TG,A,J,0.0,0.0,2019,5,21,1,2019-05,0
TG_A_J_20190522,2019-05-22,TG,A,J,0.0,0.0,2019,5,21,2,2019-05,0
TG_A_J_20190523,2019-05-23,TG,A,J,0.0,0.0,2019,5,21,3,2019-05,0
TG_A_J_20190524,2019-05-24,TG,A,J,0.0,0.0,2019,5,21,4,2019-05,0
TG_A_J_20190525,2019-05-25,TG,A,J,0.0,0.0,2019,5,21,5,2019-05,0
TG_A_J_20190526,2019-05-26,TG,A,J,0.0,0.0,2019,5,21,6,2019-05,0
TG_A_J_20190527,2019-05-27,TG,A,J,0.0,0.0,2019,5,22,0,2019-05,0
TG_A_J_20190528,2019-05-28,TG,A,J,0.0,0.0,2019,5,22,1,2019-05,0
TG_A_J_20190529,2019-05-29,TG,A,J,0.0,0.0,2019,5,22,2,2019-05,0
TG_A_J_20190530,2019-05-30,TG,A,J,0.0,0.0,2019,5,22,3,2019-05,0
TG_A_J_20190531,2019-05-31,TG,A,J,0.0,0.0,2019,5,22,4,2019-05,0
TG_A_J_20190601,2019-06-01,TG,A,J,3.15,74.79,2019,6,22,5,2019-06,0
TG_A_J_20190602,2019-06-02,TG,A,J,0.0,0.0,2019,6,22,6,2019-06,0
TG_A_J_20190603,2019-06-03,TG,A,J,3.08,69.53,2019,6,23,0,2019-06,0
TG_A_J_20190604,2019-06-04,TG,A,J,0.0,0.0,2019,6,23,1,2019-06,0
TG_A_J_20190605,2019-06-05,TG,A,J,0.0,0.0,2019,6,23,2,2019-06,0
TG_A_J_20190606,2019-06-06,TG,A,J,0.0,0.0,2019,6,23,3,2019-06,1
TG_A_J_20190607,2019-06-07,TG,A,J,0.0,0.0,2019,6,23,4,2019-06,0
TG_A_J_20190608,2019-06-08,TG,A,J,0.0,0.0,2019,6,23,5,2019-06,0
TG_A_J_20190609,2019-06-09,TG,A,J,0.0,0.0,2019,6,23,6,2019-06,0
TG_A_J_20190610,2019-06-10,TG,A,J,0.0,0.0,2019,6,24,0,2019-06,0
TG_A_J_20190611,2019-06-11,TG,A,J,0.0,0.0,2019,6,24,1,2019-06,0
TG_A_J_20190612,2019-06-12,TG,A,J,0.0,0.0,2019,6,24,2,2019-06,0
TG_A_J_20190613,2019-06-13,TG,A,J,0.0,0.0,2019,6,24,3,2019-06,0
TG_A_J_20190614,2019-06-14,TG,A,J,0.0,0.0,2019,6,24,4,2019-06,0
TG_A_J_20190615,2019-06-15,TG,A,J,0.0,0.0,2019,6,24,5,2019-06,0
TG_A_J_20190616,2019-06-16,TG,A,J,0.0,0.0,2019,6,24,6,2019-06,0
TG_A_J_20190617,2019-06-17,TG,A,J,0.0,0.0,2019,6,25,0,2019-06,0
TG_A_J_20190618,2019-06-18,TG,A,J,0.0,0.0,2019,6,25,1,2019-06,0
TG_A_J_20190619,2019-06-19,TG,A,J,0.0,0.0,2019,6,25,2,2019-06,0
TG_A_J_20190620,2019-06-20,TG,A,J,0.0,0.0,2019,6,25,3,2019-06,0
TG_A_J_20190621,2019-06-21,TG,A,J,4.98,62.92,2019,6,25,4,2019-06,0
TG_A_J_20190622,2019-06-22,TG,A,J,0.0,0.0,2019,6,25,5,2019-06,0
TG_A_J_20190623,2019-06-23,TG,A,J,0.0,0.0,2019,6,25,6,2019-06,0
TG_A_J_20190624,2019-06-24,TG,A,J,0.0,0.0,2019,6,26,0,2019-06,0
TG_A_J_20190625,2019-06-25,TG,A,J,0.0,0.0,2019,6,26,1,2019-06,0
TG_A_J_20190626,2019-06-26,TG,A,J,0.0,0.0,2019,6,26,2,2019-06,0
TG_A_J_20190627,2019-06-27,TG,A,J,7.2,55.8,2019,6,26,3,2019-06,0
TG_A_J_20190628,2019-06-28,TG,A,J,0.0,0.0,2019,6,26,4,2019-06,0
TG_A_J_20190629,2019-06-29,TG,A,J,0.0,0.0,2019,6,26,5,2019-06,0
TG_A_J_20190630,2019-06-30,TG,A,J,0.0,0.0,2019,6,26,6,2019-06,0
TG_A_J_20190701,2019-07-01,TG,A,J,0.0,0.0,2019,7,27,0,2019-07,0
TG_A_J_20190702,2019-07-02,TG,A,J,0.0,0.0,2019,7,27,1,2019-07,0
TG_A_J_20190703,2019-07-03,TG,A,J,0.0,0.0,2019,7,27,2,2019-07,0
TG_A_J_20190704,2019-07-04,TG,A,J,0.0,0.0,2019,7,27,3,2019-07,0
TG_A_J_20190705,2019-07-05,TG,A,J,0.0,0.0,2019,7,27,4,2019-07,0
TG_A_J_20190706,2019-07-06,TG,A,J,5.52,52.61,2019,7,27,5,2019-07,0
TG_A_J_20190707,2019-07-07,TG,A,J,0.0,0.0,2019,7,27,6,2019-07,0
TG_A_J_20190708,2019-07-08,TG,A,J,9.0,54.24,2019,7,28,0,2019-07,0
TG_A_J_20190709,2019-07-09,TG,A,J,0.0,0.0,2019,7,28,1,2019-07,0
TG_A_J_20190710,2019-07-10,TG,A,J,0.0,0.0,2019,7,28,2,2019-07,0
TG_A_J_20190711,2019-07-11,TG,A,J,0.0,0.0,2019,7,28,3,2019-07,0
TG_A_J_20190712,2019-07-12,TG,A,J,0.0,0.0,2019,7,28,4,2019-07,0
TG_A_J_20190713,2019-07-13,TG,A,J,0.0,0.0,2019,7,28,5,2019-07,0
TG_A_J_20190714,2019-07-14,TG,A,J,0.0,0.0,2019,7,28,6,2019-07,0
TG_A_J_20190715,2019-07-15,TG,A,J,0.0,0.0,2019,7,29,0,2019-07,0
TG_A_J_20190716,2019-07-16,TG,A,J,0.0,0.0,2019,7,29,1,2019-07,0
TG_A_J_20190717,2019-07-17,TG,A,J,6.6,47.35,2019,7,29,2,2019-07,0
TG_A_J_20190718,2019-07-18,TG,A,J,3.6,41.33,2019,7,29,3,2019-07,0
TG_A_J_20190719,2019-07-19,TG,A,J,0.0,0.0,2019,7,29,4,2019-07,0
TG_A_J_20190720,2019-07-20,TG,A,J,0.0,0.0,2019,7,29,5,2019-07,0
TG_A_J_20190721,2019-07-21,TG,A,J,0.0,0.0,2019,7,29,6,2019-07,0
TG_A_J_20190722,2019-07-22,TG,A,J,1.35,61.63,2019,7,30,0,2019-07,0
TG_A_J_20190723,2019-07-23,TG,A,J,1.41,57.45,2019,7,30,1,2019-07,0
TG_A_J_20190724,2019-07-24,TG,A,J,0.0,0.0,2019,7,30,2,2019-07,0
TG_A_J_20190725,2019-07-25,TG,A,J,0.0,0.0,2019,7,30,3,2019-07,0
TG_A_J_20190726,2019-07-26,TG,A,J,0.0,0.0,2019,7,30,4,2019-07,0
TG_A_J_20190727,2019-07-27,TG,A,J,31.9,58.97,2019,7,30,5,2019-07,0
TG_A_J_20190728,2019-07-28,TG,A,J,0.0,0.0,2019,7,30,6,2019-07,0
TG_A_J_20190729,2019-07-29,TG,A,J,0.0,0.0,2019,7,31,0,2019-07,0
TG_A_J_20190730,2019-07-30,TG,A,J,0.0,0.0,2019,7,31,1,2019-07,0
TG_A_J_20190731,2019-07-31,TG,A,J,0.0,0.0,2019,7,31,2,2019-07,0
TG_A_J_20190801,2019-08-01,TG,A,J,0.0,0.0,2019,8,31,3,2019-08,0
TG_A_J_20190802,2019-08-02,TG,A,J,3.4,48.85,2019,8,31,4,2019-08,0
TG_A_J_20190803,2019-08-03,TG,A,J,0.0,0.0,2019,8,31,5,2019-08,0
TG_A_J_20190804,2019-08-04,TG,A,J,0.0,0.0,2019,8,31,6,2019-08,0
TG_A_J_20190805,2019-08-05,TG,A,J,3.39,46.67,2019,8,32,0,2019-08,0
TG_A_J_20190806,2019-08-06,TG,A,J,0.0,0.0,2019,8,32,1,2019-08,0
TG_A_J_20190807,2019-08-07,TG,A,J,0.0,0.0,2019,8,32,2,2019-08,0
TG_A_J_20190808,2019-08-08,TG,A,J,7.35,56.72,2019,8,32,3,2019-08,0
TG_A_J_20190809,2019-08-09,TG,A,J,0.0,0.0,2019,8,32,4,2019-08,0
TG_A_J_20190810,2019-08-10,TG,A,J,1.71,24.68,2019,8,32,5,2019-08,0
TG_A_J_20190811,2019-08-11,TG,A,J,0.0,0.0,2019,8,32,6,2019-08,0
TG_A_J_20190812,2019-08-12,TG,A,J,0.0,0.0,2019,8,33,0,2019-08,0
TG_A_J_20190813,2019-08-13,TG,A,J,25.39,48.24,2019,8,33,1,2019-08,0
TG_A_J_20190814,2019-08-14,TG,A,J,0.0,0.0,2019,8,33,2,2019-08,0
TG_A_J_20190815,2019-08-15,TG,A,J,5.31,39.34,2019,8,33,3,2019-08,0
TG_A_J_20190816,2019-08-16,TG,A,J,0.0,0.0,2019,8,33,4,2019-08,0
TG_A_J_20190817,2019-08-17,TG,A,J,0.0,0.0,2019,8,33,5,2019-08,0
TG_A_J_20190818,2019-08-18,TG,A,J,0.0,0.0,2019,8,33,6,2019-08,0
TG_A_J_20190819,2019-08-19,TG,A,J,0.0,0.0,2019,8,34,0,2019-08,0
TG_A_J_20190820,2019-08-20,TG,A,J,0.0,0.0,2019,8,34,1,2019-08,0
TG_A_J_20190821,2019-08-21,TG,A,J,0.0,0.0,2019,8,34,2,2019-08,0
TG_A_J_20190822,2019-08-22,TG,A,J,0.0,0.0,2019,8,34,3,2019-08,0
TG_A_J_20190823,2019-08-23,TG,A,J,0.0,0.0,2019,8,34,4,2019-08,0
TG_A_J_20190824,2019-08-24,TG,A,J,0.0,0.0,2019,8,34,5,2019-08,0
TG_A_J_20190825,2019-08-25,TG,A,J,0.0,0.0,2019,8,34,6,2019-08,0
TG_A_J_20190826,2019-08-26,TG,A,J,0.0,0.0,2019,8,35,0,2019-08,0
TG_A_J_20190827,2019-08-27,TG,A,J,0.0,0.0,2019,8,35,1,2019-08,0
TG_A_J_20190828,2019-08-28,TG,A,J,11.11,33.91,2019,8,35,2,2019-08,0
TG_A_J_20190829,2019-08-29,TG,A,J,0.0,0.0,2019,8,35,3,2019-08,0
TG_A_J_20190830,2019-08-30,TG,A,J,1.92,44.38,2019,8,35,4,2019-08,0
TG_A_J_20190831,2019-08-31,TG,A,J,4.2,43.19,2019,8,35,5,2019-08,0
TG_A_J_20190901,2019-09-01,TG,A,J,0.0,0.0,2019,9,35,6,2019-09,0
TG_A_J_20190902,2019-09-02,TG,A,J,15.99,57.28,2019,9,36,0,2019-09,0
TG_A_J_20190903,2019-09-03,TG,A,J,4.46,26.52,2019,9,36,1,2019-09,0
TG_A_J_20190904,2019-09-04,TG,A,J,1.32,55.45,2019,9,36,2,2019-09,0
TG_A_J_20190905,2019-09-05,TG,A,J,10.38,38.34,2019,9,36,3,2019-09,0
TG_A_J_20190906,2019-09-06,TG,A,J,0.0,0.0,2019,9,36,4,2019-09,0
TG_A_J_20190907,2019-09-07,TG,A,J,5.98,33.25,2019,9,36,5,2019-09,0
TG_A_J_20190908,2019-09-08,TG,A,J,0.0,0.0,2019,9,36,6,2019-09,0
TG_A_J_20190909,2019-09-09,TG,A,J,3.0,59.47,2019,9,37,0,2019-09,0
TG_A_J_20190910,2019-09-10,TG,A,J,13.44,35.8,2019,9,37,1,2019-09,0
TG_A_J_20190911,2019-09-11,TG,A,J,2.76,36.67,2019,9,37,2,2019-09,0
TG_A_J_20190912,2019-09-12,TG,A,J,0.58,37.5,2019,9,37,3,2019-09,0
TG_A_J_20190913,2019-09-13,TG,A,J,0.0,0.0,2019,9,37,4,2019-09,1
TG_A_J_20190914,2019-09-14,TG,A,J,0.0,0.0,2019,9,37,5,2019-09,1
TG_A_J_20190915,2019-09-15,TG,A,J,0.0,0.0,2019,9,37,6,2019-09,0
TG_A_J_20190916,2019-09-16,TG,A,J,3.5,34.0,2019,9,38,0,2019-09,0
TG_A_J_20190917,2019-09-17,TG,A,J,1.0,19.0,2019,9,38,1,2019-09,0
TG_A_J_20190918,2019-09-18,TG,A,J,0.0,0.0,2019,9,38,2,2019-09,0
TG_A_J_20190919,2019-09-19,TG,A,J,0.0,0.0,2019,9,38,3,2019-09,0
TG_A_J_20190920,2019-09-20,TG,A,J,0.0,0.0,2019,9,38,4,2019-09,0
TG_A_J_20190921,2019-09-21,TG,A,J,2.0,28.0,2019,9,38,5,2019-09,0
TG_A_J_20190922,2019-09-22,TG,A,J,0.0,0.0,2019,9,38,6,2019-09,0
TG_A_J_20190923,2019-09-23,TG,A,J,0.0,0.0,2019,9,39,0,2019-09,0
TG_A_J_20190924,2019-09-24,TG,A,J,2.0,28.0,2019,9,39,1,2019-09,0
TG_A_J_20190925,2019-09-25,TG,A,J,2.0,19.0,2019,9,39,2,2019-09,0
TG_A_J_20190926,2019-09-26,TG,A,J,0.0,0.0,2019,9,39,3,2019-09,0
TG_A_J_20190927,2019-09-27,TG,A,J,0.0,0.0,2019,9,39,4,2019-09,0
TG_A_J_20190928,2019-09-28,TG,A,J,0.0,0.0,2019,9,39,5,2019-09,0
TG_A_J_20190929,2019-09-29,TG,A,J,0.0,0.0,2019,9,39,6,2019-09,0
TG_A_J_20190930,2019-09-30,TG,A,J,24.06,21.64,2019,9,40,0,2019-09,0
TG_A_J_20191001,2019-10-01,TG,A,J,18.0,17.19,2019,10,40,1,2019-10,0
TG_A_J_20191002,2019-10-02,TG,A,J,22.7,14.39,2019,10,40,2,2019-10,0
TG_A_J_20191003,2019-10-03,TG,A,J,43.6,11.37,2019,10,40,3,2019-10,0
TG_A_J_20191004,2019-10-04,TG,A,J,0.0,0.0,2019,10,40,4,2019-10,0
TG_A_J_20191005,2019-10-05,TG,A,J,17.0,15.85,2019,10,40,5,2019-10,0
TG_A_J_20191006,2019-10-06,TG,A,J,0.0,0.0,2019,10,40,6,2019-10,0
TG_A_J_20191007,2019-10-07,TG,A,J,96.4,14.19,2019,10,41,0,2019-10,0
TG_A_J_20191008,2019-10-08,TG,A,J,47.9,14.71,2019,10,41,1,2019-10,0
TG_A_J_20191009,2019-10-09,TG,A,J,82.65,16.54,2019,10,41,2,2019-10,0
TG_A_J_20191010,2019-10-10,TG,A,J,19.15,14.28,2019,10,41,3,2019-10,0
TG_A_J_20191011,2019-10-11,TG,A,J,94.75,15.14,2019,10,41,4,2019-10,0
